text_id,full_text,cohesion,syntax,vocabulary,phraseology,grammar,conventions
E04E83CEF5DA,"i think that by reading a person's emotions is not the best way to know if the person is depress or happy. if a person wants to be happy all day let them be , and you can tell by thier face exprestion or by the actions they do through out the day..in paragraph three it's showing us by saying ""raise your eyebrows when you're suprise ; your orbicularis oris (around your mouth)tighten your lips to show anger"" every person that i know off knows that .why tell us information that we already know ? i get the person that trying to state there claim is trying to give us evidence and examples. in paragraph four it's telling us that when the software is tracking the persons emotion it shows them how many emotions they feel even if there mixed which agin doesn't make no sence for me because you can totally know or tell just by the person face expressing they do. in the very top off the article of mona lisa's picture you can totally see thats shes happy,ferful. and i only looked at the picture for some secounds which makes no sence of why i'll need a device to tell me how she feels. in paragraph six it's showing us that if your in a classroom confuse a teacher can stop the lesson and tell you which part you don't get . which is good at some point it's not because what if the teacher stop because of one student and then seconds later or minutes later the person changes to a complety different mood . at the end i think that there's no need for you to know if the person if feeling bad or happy .what if the person is feeling not so good because of family issues? as a person , we wanna just move on and not remind are self of what just happen because it'll make us more disapointed then we already are. i think that less technoloy makes people less crazy and less stressful. the new technoloy is going way to far for this to just makes this up and just imagin something even worst that they made up off.",3.0,2.5,3.0,3.0,2.5,2.5
3B93FA6833FA,"dear principal,i believe that your possible new policy could really help the students who want to play sports also focus on their studies. i believe that some of the reasons that you should change the policy is, for one reason, the students can focus on their studies, for two, they can play sports and they also must make time for their studies as well as extracurricular activities such as sports and lastly, they will be able to focus on getting above a b average.i am also a little against the idea because some gifted students in sports are not academically gifted. this wouldn't give them the opportunity to be as best they can be in sports if they focus upon the negatives of not being on the sports team they are on. if you change the policy, then some kids who are great at their sport won't be able to help their school win any sporting competitions.while the kids can focus on their studies, they can make a larger and brighter future. many students who have a c average can try to focus upon their studies and maybe even get above the b average. the students can be great at juggling their time for their future lives as adults. this policy can help the students be the best they can be in anything.the b average,i think is a little to high for some of my peers. many don't focus upon their studies and teachers are time and time again to get them above their showing level of academics. academics must have several students who try hard for their goal for whatever it is they want to do with their life. if somebody wants to be a millionaire, they have to work on being that throughout their life. be a millionaire doesn't just come to you. you have to work your whole life for being this. if they want to be a hotdog man, a trash man, or even a mcdonald's cashier, then they will have very little self-respect and very little low-self esteem.i also oppose this policy because the students who wish to be a sports star must have good grades in college, but if they get below a b average in elementary, middle, or high school, then so what? the students try to juggle social and academics and if your grade skips a little bit, then they can't be on their team.so, as you can see, i am of a spilt mind as to what i want you to do. i think that it would be both a great idea and bad idea, but whatever you choose, i am sure that it will be for the students best benefit and for the parents' as well.sincerely,student_name",3.5,3.5,3.5,3.5,3.5,3.5
3ECD274709E5,"dear principal:i believe that we should be aloud to have phones during lunch because well people have them out anyway. were also kids we love to text and sometimes talk to our parents or grandparents or someone like that. some students may also be shy to talk to the people who go to our school. its just something that takes some time to find outi also agree that we shouldn't because well harassment could go on or people could tell there friends to bring a gun or something to school or even drugs. yea it is fun to have our phones out but we don't need to focus our lives on phones some people around the countrys aren't lucky enough to have phones.i say people shouldn't waist there time on phones get out and do something. there are allot of people who cant move a bone in there body we should be thankful we can. god gave us gifts one of my gifts is softball and gymnastics those sports i love doing but you cant do them with a phone in your hand. well you could but it would be hard of dangerous.phones have got ton me in trouble may many of times. one year i was playing softball worming up the pitchers arm for the game i didn't have any gear on not even a face mask to protect my face well my phone rang in my pocket and i was so exited to see what it was. so i looked at the text well the pitcher didn't know that at the time she pitched it and it hit me right in the eye knocked off my glasses and gave me a black eye.so, i mean there are many good things about it and many bad things you just have to be smart about what you do. many people already text in school but teachers done know that and yes there has been rude comets on them but its part of life.you are our principal and we respect you, you've made great disitions for us just keep shooting them out at us were ready for you.sincerely:student_name",3.0,2.5,3.0,3.0,3.0,2.5
3030A5BB7889,"i would go with policy number one because something might come up that day at school and the student might need to tell a parent what happened. i wouldn't let the students have the phones all day because that would effect their learning skills. they would become hooked to their phone and not listen to their teacher as much. but i would go ahead and have them use their phones through out the day when they are not in classes. like say it started snowing really bad at school that day and your coach tells you at school that there will be no practice after school. you could call or text your parent ahead of time during school that there is no practice. so it would be more efficient for you and your parent both. your parent could go home earlier without having to wait for you after practice. i just think that it is important to have your phone at least when your not in class.but sometimes it isn't good to have phones at all in school. like say someone at your school got shot or maybe something very bad happened to someone and your texting and calling your parents, grandparents, friends, and other people about what had happened. well you and your whole school plus the people your texting and calling all the time. they block the phone station so you cant call the real important people like the hospital or police. that would be bad so the there are pros and cons about having phones at schools.",3.0,3.5,3.5,3.5,3.5,3.0
6661EAEC9023,"dear principal,i strongly support policy 1, which allows students to bring and use their cell phones during school as long as they are turned off in class. students have the right to use their cell phones during lunch and other free times. with applying this policy, students do not have to suffer to try and hide their cell phones during class. it is also good for the teachers, without this policy teachers may have to stop lessons and talk to other students trying to text in class.with this policy, students have a free right to use cell phones during any free period of time and don't have to worry about teachers catching them. although i would advise all teachers, before class to check every students' cell phone to make sure they are completely turned off and put away. this also includes the librarian checking for students cell phones also.this policy also rewards some students who work hard in school, and deserve the usage of their phone. if you put this policy to good use, you, as the principal can find out what really is going on around the school. getting updates from students talking about the latest news and what is soon going to happen. the teachers would also get many updates from their own students at what has been going on.if needed, you, the principal has the right to check their cell phones for any purpose necessary and can confiscate them. policy 1 can be put to good use if you imply some kind of other rules if needed too.from,a fellow student",3.5,3.5,3.5,3.5,4.0,3.5
600D15606C01,"do you ever want fun activities to do at school? having an extracurricular activity helps students that don't want to come to school, encouraging them to come more frequently and enjoy the time they have at school instead of dreading school. i think students having at least one extracurricular activity would be a great idea because, students can learn new things for example playing sports includes learning how to play. making new friends in other activities like student council , and having interaction with other peers like in the yearbook committee.first, extracurricular activity can bring students to learn new things about that specific activity and even the things they learned will help them in real life in the near future. for example, ffa can help those students, how to grow crops for food supplies, and how to take care of farm animals like what to feed them that is healthy and nutritious for the animals. another example is fccla helps volunteer at animal shelters or any type of shelter that needs volunteering and even learn how to take care of dogs and cats, how to feed them, and care for those animals that need help.second, students can meet new peers and become friends with each other. for example, a group activity that involves five or more people in a group to work on a project, if one student was sitting all by herself and had no one to talk to or work with for that activity and this one person sees them sitting alone at one big table that person might invite her to come sit with them so, they can work on the project together and them two might find they have things income and become friends. then, that encourages them to help others to become friends.lastly, interaction with others is very important in these activities. for example, working in the yearbook committee involves students to talk about what to do and what to put in the yearbooks, taking pictures might involve talking to communicate where the other student will be while taking those pictures, and printing the yearbook out will need learning how to print papers.these three examples are perfect reasons for having extracurricular activities for each student in the school today. what do you think about having these extra activities at school? having activities like this encourages them to come everyday and it makes them enjoy school more than not wanting to come. the school can have many different extracurricular activities they can join for example, sports that helps them how to play it right step by step, the student council helps students become friends and have communication skills and the school yearbook committee helps them with interaction, communication, and teaches them how to take pictures on cameras and print out many different things. this is why i think this school and the students should have at least one activity to do during school hours to keep them busy and want to come to school more everyday.",3.5,3.5,3.5,3.5,3.5,3.5
3BE93D14041D,"there are many reasons i can think of why people need more than one persons advice and some are life changing. in the next few paragraphs i will explain the reasons i can think of why you need multiple peoples advice. although i feel i need to clarify why we need advice in general. advice is mainly helpful for learning, also it can help those who don't see what they should do, but if you got bad advice it might effect your whole life. now that i've clarified that, time to continue with the question.first reason, multiple viewpoints on the topic or compare and contrast. now this reason would probably apply to someone who is seeking advice before a decision. an example of this reason : generic_name needs a new bike,so he goes in the bike shop and ask his friends for advice on which bike he should get and they do now. generic_name goes to the counter and the cashier gives him some advice so now he can compare and contrast the bikes in his head and decide which one to get. in the example generic_name has three point of views on the different bikes so he could easily make a choice. this is like research but from people who have done the research. also advice comes from friends and family mostly so you know it isn't bad advice.second reason, bad advice. when you get bad advice you what to get more advice from some one else or maybe you don't even know if it is bad advice that is why always get more than one person to get advice from. now for an example: you just turned twenty and you're still living with your parents so you go to your bad friend house because you think he has cool job probably. so you get to his house then ask him and he says you could join my gang we do cool things and get a lot a money you think about talking to your other friend but then you say yes anyway. the next day you go to jail for murder because your friend comited murder to rob a bank. you were sitting in a car waiting for your friend to get out of the bank you didn't think that he hurt or robed anyone. now you in prison for forty years and your friend for life. when you were about to get your good friends advice you didn't but if you did you would realize how bad of an idea that is and would of been fine, so never be to careful.now i could list a few more but these are the main ones and most important. the first reason is useful and the second is for your safety.",3.0,3.0,3.5,3.5,3.5,3.0
0C9DF15EB6EA,"as a kid in school i do not think distance learning will benefit students, they will get off of task very easily, they won't have as many responsibility's, and their minds will not be on school work. distance learning has some pros with it but it has more cons. in the end i do not believe it will benefit the students.when i am in school and a teacher starts to lecture, i start to thinking or even go to sleep. by doing distance learning you as a student will not get to handle hands on stuff or go with then anywhere they go. it would have to be hard to sit around and look at computer screeni know school can be not so fun and boring but i would rather be around friends, than by myself.when you are going to school you have responsibility's. having taken distance learning you could get up when ever you would like, you could loose all your responsibilities.for example, you have to get up on time, take a shower, change your clothes and be at school on time. taken care of your self is a big thing. when it comes time for a job and you have to be at work at 8:30 then you need to be ready so you can make it in on time.if a student was to do the distance learning they will be cut short from after school actives. for example, if you wish to play a sport you have to be at your home school for at least three classes. taken a sport away from a kid is a bad idea. by taken sports away from kids can lead kids to go down the wrong road.with all of that being said i do not think the long distance will benefit kids. they will be lost, messed up, and mad. kids learn people skills in school. kids learn public speaking skills in school. kids learn how to deal with responsibilities for them selves. school needs kids as well as kids need school.",3.0,3.0,3.5,3.5,3.5,3.0
A620127943B6,i strongly disagree because some students don't want to participate in extracurricular activities. most of the student body have things to do afterschool and they can't attend both at the same time. our principles shouldn't make somone do something if they don't want to. if the parents don't want their kid staying for extacurricular activites then they shouldn't because what if the parents have something to do with their kids afterschool or they have a doctors appointement.majority of the student body at our school doesn't know how to play sports. the coaches at our school put people on the team that doesn't know how to play. what's the purpose of having a team with people that don't know what is going on during the games. if the students dont want to play something the shouldn't be forced to do something they don't want to do. sport require effort to put yourself on the field and not mess up in front of the coach so that you would be able to make the team and not be embarrassed to not see your name ont the paper while eveyone that made it is celebrating.in my opinion the student council is not something we should have at our school. a lot of the student body gets upset because the president promises something and it never happenes and then it turns in a big rivarly between everyone. we learn abut politics in our geography and i think the us as the student body shouldn't be worried about politics as much because then the student body will think that it is ok to do what the politics do and say.in conclusion i stated that i strongly disagree because not everyone has the ability to do certain things that others can. i feel that if the students don't want to do extracurricular activites then they shouldn't be made to because they don't want to go out there looking ike a fool or run for president and not make it because they didnt have enough votes. the year book is something that requires a lot of effort and time and not alot of people have pateince to be able to handle what they have to do.,3.0,3.0,3.0,3.0,3.0,3.0
31F19F915306,"dear, mr so and sohello i have a few thing to say about this whole thing going on hear. for starters i heard you are think that the students of this school mite have to do community work for a grade or something. are you out of you mind, we should be able to chose to do that work. as you can tell i don't have a good mind over about. some of the kids that will be doing it will not want to. see ill put it my way, if the kids really want top do it but some don't let the kids that want to do and let them have fun. the other kids that don't want to do it. leave them be they don't need to be like all the other people. maybe they want to be doing that work because there lazy or just plan don't want, too.and maybe one of the kids mite get hurt doing it like if they have to pick up trash to ""clean the world"" by picking up the wrong thing and they mite get cut and the parents mite sew or something and you don't want that.now i know i was all into it at the time when we started with a few of my friends, but i don't want to any more i cant stand it. there is still hope with my other friends, they still want to do and i said ill try to help out, yea the first thing was not the best thing to start out with. but maybe you should just play who want to do it, do it. some people have base ball or some other sport to go to and maybe they don't have time to do all that work. of some people that's stuck on face book like me i cant get off the go do some work that i think is stupid. you know how i feel rite. ok so this is what one of my friends said to me the other day ""hey rob i really love being in my house and i heard that mr so and so is going to make all the kids do this work and i dont want to."" i started to giggle under i teeth.now do you she what you are doing your making it hard for some of the lazy kids that go to this school and i shall support that as long as i am going to this school i have a say in things. well i really hope that you have a few thought's on what i have to say.sincerely,student_nameso and so",2.5,2.5,3.0,3.0,3.0,2.5
FC44783E32EE,"i personally think that for once in a lifetime america and when i say america i mean the people of our nation should be able to elect presidents of the united states by popular votes. i know some of you is questioning yourselves why would i say something like that and that reason is because i know there's people arguing here in our society about their beliefs in why one person should become president and another arguing why one should become president. in the passage it reads under the 23rd ammendment of the constitution the district of columbia is allocated 3 electors and treated like a state for purposes of the electoral ccllege. but if you ask me me i'll be saying and asking you or in other words the congress why do you guys have to go through all of this just to get to a president election  and have a president of the united states .it's just some things the world have gone though are totally dramatic and this is the very first thing a person's going to say ""the world's a very corrupt place nowadays""but in my eyes i say that the world can become a better place if the people cooperate togather and stop trying to always slice eachother's throats about a stupid reasoning over a dumb presidential election that the house of representatives have put togather and now they want to act as if they had no par-take in the action going on. so i think the people on our own should be able to vote fo rour own president and not have congress put in there who they think is fit for the position of being president. i state this because the one who always look peaches and cream aint always sugar they say things in the campaigns to get us americans on either sides but when we vote for that one who said he going to stop this and that and then when he get in the chair of being president,they don't do nothing at all. so i say let america vote for it's own presidency and not the people.",3.0,2.5,3.0,3.0,3.0,2.5
C8BF047C67E6,"dear teacher_name,i think community service is a great idea for kids here at our school to participate in. kids are saying it takes to much time way but, why be watching t. v when you could go help clean up litter to make a better environment for us. in today's society people don't understand what all this pollution is doing to our world and animals.i feel that maybe if we got all the kids in school to participate in this then would could actually make a huge difference, and maybe kids would spend more time helping and less time getting introuble. if these kids would realize what our planet will look like in ten years i think they would actually want to help. soon gas will go up a lot when we get about twenty, and things will change a lot if people keep being careless and littering.i would personally rather be helping save our community then be watching cartoons in the morning. i think most kids these days are spoiled so they see community service as ell why should i have to do it, well there are plenty of good reasons. one to save the earth from being turned into a waste land, and knowing that you could help by doing something for your community feels great. the quote i live by when it comes to littering is, reduce, reuse, recycle. those three words aren't hard to do. i think you should enforce this rule and make everyone help because, what is so bad about recycling aluminum cans and paper. today people waste way to much paper, and use way more water then what is needed.so turn off the sink when you brush your teeth, and instead of an hour long shower you really only need five. if kids helped a little bit more with this kind of stuff, maybe they would learn a word i like to use which is, respect. respect for the environment and anything else they might have. we could even start a recycling club at our school so kids could join in. i think all kids need to help out and we should require kids to help out.sincerely,student_name",3.5,3.5,3.5,3.5,3.5,3.0
DEFEAAC01F83,"i think that it's a good idea, because it will make the students work harder to improve their grades and will be a good way for the students to study more and to do better in school. if their grades are to low to do any sports then they need to at least a b to do sports and if they have lower then they will just have to try harder or do better next time. it might get more people to get better grades and maybe more students to join sports, but they might also not want to do sports because of their grades, and if they can't get better grades then they can't play. many students want to do sports and many don't, and some just don't care. for the people that struggle with work and grades and all they get are c' s then they won't be able to do sports, and if you change the school's policy now they that might jeopardise other people that wanted to join sports from playing those sports and people that have worked their butt off to do these sports that now can't play because of their grades will mean that they did all that hard work for nothing, and that they will have to do something else that will suite them. so i don't know if it is such a great idea to change the policy and make it so you need at least a b maybe people will like the idea of it and maybe they won't but sometimes people go through with things that they disagree on and sometimes they like it after they do it and succeed then they'll think differently about your policy and they might still dislike it. so i would have to say that i agree and disagree with your new policy. thanks for your time and i hope things go well with the policy.sincerely, a student at your school",3.0,3.5,3.5,3.5,3.5,3.5
17C80F3C80B3,"i do not know which one she/he should go with because i know that everybody that has a phone most likely brings it to school everyday. but if she/he says no phones aloud like it is now here people still use them anyway. i think the reason for no cell phones aloud is because you can talk to your friends and ask answers on test to cheat and you would interrupt the teacher if you call someone or get a call. if cell phones are aloud people would defiantly use them all day long and cheat on tests and things like that. also at free times like in between classes and at lunch you can just go talk to your friend without using your phone because its not like you never see them unless they go to a different school. so if i had to choose one it would be option 2 that students are not aloud to use them in school so they don't cheat on tests and talk to people all day long without listening to the teacher. but be able to use them on the bus to and from school if they ride a bus because it is not disrupting the teacher and you don't have a paper like a test or a graded class work to cheat on. but i personally think that students should be able to listen to their ipods during a test because you cant communicate with people and you are not disrupting anyone by talking, and some people do things better while listening to music like it helps a lot when your running because it keeps you mind off it but it will make you work harder on a test. or i know that it will help me atleast. so if id pick one it would have to be the 2nd option even though i like the 1st option better.",3.0,3.0,3.5,3.5,3.5,3.0
7F220FD6CACF,"the use of this technology to read the emotional expressions of students is a good idea. some students want there emtions to them selfs and want to know there emitons. ''she's 82 percent happy. 9 percent fearful, and 2 percent angry."" this new technology can calculate your emtions like math. also using ''video imagery, the new emtion-recognition software tracks these facial movments - in a real face or in the painrted face of mona lisa.'' it can define the emotion of a real human and in a painting. there technology is very intresting they construct a 3-d computer model to the face. instead of humans trying to find out calculations them selfs they can use the new technology. humans can perform the same way as the new technology even tho they are gonna have to estimate the percentigs. also can tell when children or students are tired or bored or falling as sleep so then the technolgy '' could modity the lesson, like and effective human instructor. the same technology can make computers-animated faces more expressive- for video games or video surgery.'' so it can keep the students on track and still learn on there school lessons and wont get behind. whoever thought that making faces could reveal so much about the science of emtions. students can change there face exprishions but the new technolgy can tell that not there real expertion. the new use of this technology to read the emtional expersions of students is a good idea. the technology will be a helpful thing in the near future for all of the school to keep the studetns on track and wont get lost on there lessons. this new technolgy wlll help students alot.",3.0,3.0,3.0,3.0,3.0,2.5
E4FACBE9AC22,"are principle has decided to make all students participate in at least one extracurricular activity. i think students should not have to do a extra activity because some kids have other things to do. and i think it should be a praivlage to do a extra class because some kids dont get good grades, or they just dont want to. i think if you are failing a class you should focus on that grade and bringing it up and getting it to at least a c or b . i also think that kids that get in trouble shouldnt be allowed to because they didnt listen or did something they wasnt suppose to . why give a kid this if they dont listen, they dont deserve to do something like this is they are being disrespectful or not listening. students that do get good grades above ad ad f and arent disrespectful should be able to do this if they wanted to. the principle should let the kids decide if they want to participate in sports,work on the year book, or serve student council. if students some students did this and some students didnt do this it would be easier on the teacher in that class because schools have a lot of kids, and if you was to split the whole school up into activities there is going to be 1 teacher and a lot of kids. now yes you can put more than 1 teacher in the rooms but if you think about it teachers have to plan there classes and what they are going to do for the rest of the week , and some teachers dont have time because they have other things they need to do after school and in school. like what if a teacher got sick the other teacher would be by its self with all those kids . some kids should do this because they never have or never had experience with this type of stuff and some kids will try and take advantage to this and only do it to get out of doing other stuff, thats why i think this is not a good idea ,",3.0,3.0,3.0,3.0,3.5,3.0
5C69070E1E48,"students would benefit and not benefit from being able to attend classes from home is because you can stay at home ,not distraction,not friends or groups,tools from school that you may need,students can cheat.students would benefit from being able to attend school from home because you can stay at home and by staying at home you can wake up late for school. there is some students that hate waking up early for school that's one of the reasons of having the opportunity to take your classes in online. staying at home you can be eating whatever you want there is not going to be teachers telling you that you can't eat. there might be people that doesn't have the transportation to go school and get in time for school and because children doesn't like waking 6 am in the morning. that chance to take classes at online many students would prefer having online classes.other reason why students would benefit by attending classes from home is because there is not distraction at your home you can be at your room alone without no one to distract you when you're taking your classes or when you're taking a very important test. by being alone at home you can concentrate more about the things that you're learning because your friends are not there with you to distract you with another things.like i said there is not benefit too of having classes in online because students doesn't have friends or a group of friends to share their ideas. there is children that may need a group or a friend to talk about their ideas in classes or maybe you have a problem with something and you don't have no one to help you ,and by having not classmate it might be boring being alone.students may need tools from school for example you need to read a book and you don't have one because you just don't own books at home and that's why i think it would not benefit because in school you have a library you can go there to find a book and there is different types of books students can pick.other reason why it would not benefit the students is because they can cheat.students can cheat at everything because you don't have a teacher that is taking care that the student don't cheat at a test. if the students doesn't want to do a class he can can pay someone to make it for then ad pass it for them.different people might have another opinion about taking classes at home but i think there is benefit and not benefit because students can use this opportunity to waste their time or take advantages about having classes at home. in my opinion there will be some students that will take this serious and do the right thing.",3.0,3.0,3.0,3.0,3.0,3.0
268FBF7E756F,"should summer projects be teacher-designed or student-designed?i think it should be student designed, because some students take the summer to travel to family members houses and stuff like that. so i think if the mom thinks the student needs to go to summer school that's her decion, students stay in school for 9 months a year so that's plenty of time to get everything they need done by summer. that can cause alot of disagreements with the family. let's say the mom wants you to go to summer school but the dad thinks otherwise because yall already have plans to do somthing different, summer school can cause an arguement.i think if it was a teacher-designed, some teachers would only pick certian kids that they didn't like or somthing maybe and that wouldn't be far, also the teachers wouldn't know if they already have plans for somthing different or not. it should be the parents decions why or why not. but if it was a teacher-designed more students would come and catch up on more work or somthing like that so it could also be good at the same point, for instence let's say your behide on a sol and have to gradute in the summer if you would of just went to summer school in ur highschool days maybe you wouldn't have to gradute in the summer. so it could go both ways i think but if your a student then you should know if you need to go to summer school or not because it won't be fair for your parents to know everything, you got a part in it to.therefor, i think it should be students-designed because they might have plans for the summer or might not need summer school. but if they need it and don't go then it's there fault not the teachers because atleast they provide summer school to students that need it.",3.0,3.0,3.0,3.0,3.5,2.5
1DD339DE06D4,students don't listen when the teachers say put your cell phones up if they do they sneak and take them out and text their friends and stuff like that we understand that children having cell phones.when a child in trouble or something they need a cell phone to call someone. when a parent give a child a cell phone they act different they don't know how to put the cell phone down students go out of hand with it they go play on people phone they bully other children.when students have cell phones they don't how to act with cell phones they act like wide animals when they have cell phones i thought when kids have cell phones they act manure and stuff they got to act like adults when they get a cell phone. the kids get mad because they be having nasty pictures and nasty text messages and when their parents see them and they take the phone the kids be looking stupid and stuff.also students grades going down because of the cell phones when they get a phone they don't do nothing in school they just sit in the classrooms and talk or text on the phone that's why they grades dropping. that's why students should get a cell phone when they a little older because students like eight graders don't need to repeat the same grade over they don't need to be in middle school forever.i think students should wait to get a cell phone because they not going to get nowhere with a cell phone but the same grade over again.when a teacher say students can bring the cell phones the phones got to be off during class because if the teacher teaching and your phone go off that's being disrespectful to the class when the class trying to learn and that's rude when you texting while the teacher is teaching.i think students shouldn't have cell phones ay all because that can affect the students grade and make them repeat the same grade.,2.5,2.5,3.0,3.0,3.0,3.0
A27F852ECCC3,"dear principle,students should be able to use their cell phones in school during any free time they have as long as they are not using them in class; during which time the phones should be turned off.some students need their cell phones, because some students have certain health problems that sometimes could prevent them from making it to the nearest phone nearest way to contact someone for help.if this were to happen and the student had his/her cell phone on them than they would be able to text or call 911 or even home like say if they need anything brought to the office or brought to class for them.this would also in turn free up phone lines in the schools main office so that the office workers job would be much quicker because no lines would be used up by any students needing to call home or wherever they must call, they could just use their cell phones.so take this matter into consideration, and maybe even call a school wide vote on it, and you don't even have to let students use them during free time such as between classes, or at lunch, or break.you can have a scheduled 15 minutes or so during the day and call it a cell phone break.so please, please allow students at least that much time to use their cell phones.please go with policy 2.besides, maybe if you allow students at least a little time to use their cell phones maybe, just maybe, they won't break the rules by using them in class anyway, so all i'm asking is just please take this letter into consideration.thanks,student_name",3.5,3.5,3.5,3.5,4.0,3.5
10C8E486AE3C,"when people hear the title ""unmasking the face on mars"" they think look their is a face or structure on mars that the aliens built. but what it's really soposed to be is or equivalent to is a butte or mesa. so if you think that for a split second think agian cause your wrong.to start of this discusion of the so called ""face"" on mars i would like to tell you is that it is not at all a face. what it is just a landform that has formed to look so simular to a face or moument of the martians. but mars is like earth it forms things just like it so what it really is is just a couple of rocks and thier shadows to form a face like thing.on the other hand is how do we know this. well ever since the discovery scientist have been researching and taking more pictures and looking at it a whole lot closer. what we came up with is that like i said before a landform on mars but some say where wrong.another reason that bothers me is how people think its a conspiracy theory. many, many, many people think ""oh its just nothing but the martians"" but no this is just a mesa but since people say that stuff we had to prove them wrong. so what nasa did was they built a big camera to take pictures of it to prove it was a big rock which it was a huge budget problem for them but they still did it.people may argue by saying so if it is something simular to earth then that means martians were here to and then they got bord of the place they so they left and went somewhere else. then they built this big face of maybe a king or emporer or something and they are hiding from us. but there not its just a rock. what i am trying to say is that the ""face"" is just a mesa and nothing else but a mesa so if someone says its a face just say its a mesa.",3.0,3.0,3.0,3.0,3.0,2.5
6910A7FECEEA,"dear principle,i highly urge you to take some things into consideration before making your final decision on the policy change. many students participating in sports have a c grade average. if you change the policy so that students may not participate in sports or other activities unless they have a b grade average, many students will not have anything they participate in besides school. how healthy could that be? it isn't. i believe you should make a policy that allows anyone with a c grade average or higher allowed to participate in sports and other activities. if they have a d or f grade average, then i agree that they should spend more of their time working on school work so they don't fail, but why make the students be above average just to participate in something besides school? i have three important reasons for pressing the matter. firstly, if the students are not near the risk of failing, they should have the chance to participate in sports and other activities. secondly, sometimes being in a sport helps students to have better concentration and energy, which will cause them to be better in school. and lastly, if students have something to participate in they will be more willing to try harder in school.think about this. if someone has always gotten c's and has been able to maintain an average grade, then they shouldn't have to try to be above average just to be able to play a favorite sport. this may cause students stress and anxiety. if you lower the policy to a c grade average, then the children just might do better in school overall.concentration has always been a big deal in school hasn't it? participating in sports will help students have better concentration and energy for school work. it is proven that if a student has more participation in other activities, that they do twice as good as those that aren't in other activities. why cause them to have to have a good grade to do sports, when they could get better grades by doing sports?one last thing to think about is if students have something to participate in, wouldn't they want to try harder in school to be able to stay in that sport or activity? motivation is always a major helper in school work. would that not be a good motivation?now that you understand my reasons for wanting to avoid the change in policy, please think a little harder about it. if c's are average, why change that? being a sport or other activity, may sometimes give the students more concentration and energy therefore, help them to do better in school. if students have something to participate in, wouldn't they want to try harder? thank you for taking these major reasons into consideration.sincerely, a student.",3.5,3.5,4.0,3.5,4.0,3.5
0016926B079C,"i think that students would benefit from learning at home,because they wont have to change and get up early in the morning to shower and do there hair. taking only classes helps them because at there house they'll be pay more attention. they will be comfortable at home.the hardest part of school is getting ready. you wake up go brush your teeth and go to your closet and look at your cloths. after you think you picked a outfit u go look in the mirror and youll either not like it or you look and see a stain. then you'll have to change. with the online classes you can wear anything and stay home and you wont need to stress about what to wear.most students usually take showers before school. they either take it before they sleep or when they wake up. some students do both to smell good. that causes them do miss the bus and effects on there lesson time cause they come late to school. when u have online classes u wont need to miss lessons cause you can get everything set up and go take a shower and when u get out your ready to go.when your home your comfortable and you pay attention. it gives then an advantage to be smarter and even pass there classmates on class work. public schools are difficult even if you try. some teacher dont know how to teach it in then way that students understand it. that causes students to fail and they may repeat the class.",3.0,3.0,3.0,3.0,3.5,3.0
